name,handle,public_date,raw_body,body_text,summary_text,sources,industry_ids,,,
andrea ramsey,@AndreaRamseyKS,15-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 15, 2017</p>
<p>A man has reported that she sexually harassed him and retaliated when he rejected her advances. She has dropped out of her congressional race.</p>
</div>","Publicly reported.        December 15, 2017. A man has reported that she sexually harassed him and retaliated when he rejected her advances. She has dropped out of her congressional race.",A man has reported that she sexually harassed him and retaliated when he rejected her advances. She has dropped out of her congressional race,['http://www.mcclatchydc.com/news/nation-world/national/article189931514.html'],politics,,,
bobby scott,@BobbyScott4VA3,15-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 15, 2017</p>
<p>A woman reports that he sexually harassed her.</p>
</div>","Publicly reported.        December 15, 2017. A woman reports that he sexually harassed her.",A woman reports that he sexually harassed her,['https://www.usatoday.com/story/news/politics/2017/12/15/former-black-caucus-fellow-alleges-sexual-harassment-strongly-denied-lawmaker/955214001/'],politics,,,
ed murray,@MayorEdMurray,14-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 14, 2017</p>
<p>A woman says that he sexually assaulted her.</p>
</div>","Publicly reported.        December 14, 2017. A woman says that he sexually assaulted her.",A woman says that he sexually assaulted her,['http://trib.com/news/state-and-regional/govt-and-politics/woman-says-wyoming-secretary-of-state-ed-murray-sexually-assaulted/article_2f1faf41-90a7-52b4-b6c6-bbf374843977.html#utm_source=trib.com&utm_campaign=%2Femail-updates%2Fbreaking%2F&utm_medium=email&utm_content='],politics,,,
dan johnson,,11-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 12, 2017</p>
<p>A woman reported that he sexually assaulted her when she was 17. He killed himself shortly after the allegations were published.</p>
</div>","Publicly reported.        December 12, 2017. A woman reported that he sexually assaulted her when she was 17. He killed himself shortly after the allegations were published.",A woman reported that he sexually assaulted her when she was 17. He killed himself shortly after the allegations were published,"['http://longcon.kycir.org/', 'https://www.mediaite.com/online/gop-rep-accused-of-raping-17-year-old-sings-hymn-before-declaring-no-reason-i-would-resign/', 'https://www.washingtonpost.com/news/post-nation/wp/2017/12/14/a-lawmaker-accused-of-molesting-a-teen-killed-himself-his-widow-calls-it-a-high-tech-lynching/?utm_term=.de8f0844cfb5']",politics,,,
alex kozinski,,9-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  9, 2017</p>
<p>Multiple former employees have said he showed them pornography, touched them inappropriately, or made inappropriate sexual comments to them. He has retired.</p>
</div>","Publicly reported.        December 9, 2017. Multiple former employees have said he showed them pornography, touched them inappropriately, or made inappropriate sexual comments to them. He has retired.","Multiple former employees have said he showed them pornography, touched them inappropriately, or made inappropriate sexual comments to them. He has retired","['https://www.washingtonpost.com/world/national-security/prominent-appeals-court-judge-alex-kozinski-accused-of-sexual-misconduct/2017/12/08/1763e2b8-d913-11e7-a841-2066faf731ef_story.html?utm_term=.48dd2ff565cf', 'http://www.cnn.com/2017/12/18/politics/alex-kozinski-resigns/index.html', 'https://www.npr.org/sections/thetwo-way/2017/12/18/571677955/federal-judge-retires-in-the-wake-of-sexual-harassment-allegations']",politics,,,
trent franks,,7-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  7, 2017</p>
<p>House sources said that he approached two female staffers about acting as a gestational surrogate for his wife and him. He has resigned.</p>
</div>","Publicly reported.        December 7, 2017. House sources said that he approached two female staffers about acting as a gestational surrogate for his wife and him. He has resigned.",House sources said that he approached two female staffers about acting as a gestational surrogate for his wife and him. He has resigned,"['https://www.vox.com/2017/12/7/16748876/republican-trent-franks-announces-resignation-surrogacy', 'https://apnews.com/8eb4e03d95d4471881d8a7f7de1c8671/Ex-aide:-Franks-offered-$5m-to-carry-his-child', 'https://www.politico.com/story/2017/12/08/trent-franks-sex-surrogacy-impregnate-287808']",politics,,,
borris miles,@BorrisLMiles,6-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  6, 2017</p>
<p>Multiple people have said that he subjected women to unwanted advances, sexual comments, or forcible kissing.</p>
</div>","Publicly reported.        December 6, 2017. Multiple people have said that he subjected women to unwanted advances, sexual comments, or forcible kissing.","Multiple people have said that he subjected women to unwanted advances, sexual comments, or forcible kissing",['https://www.thedailybeast.com/you-want-to-fck-with-me-tonight-horror-stories-from-the-texas-capitol'],politics,,,
carlos uresti,@CarlosUresti,6-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  6, 2017</p>
<p>Two women have reported that he sexually harassed them.</p>
</div>","Publicly reported.        December 6, 2017. Two women have reported that he sexually harassed them.",Two women have reported that he sexually harassed them,['https://www.thedailybeast.com/you-want-to-fck-with-me-tonight-horror-stories-from-the-texas-capitol'],politics,,,
matt dababneh,@MattDababneh,4-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  4, 2017</p>
<p>A woman has reported that he exposed himself to her and masturbated in front of her, and another has said he harassed her. He has resigned.</p>
</div>","Publicly reported.        December 4, 2017. A woman has reported that he exposed himself to her and masturbated in front of her, and another has said he harassed her. He has resigned.","A woman has reported that he exposed himself to her and masturbated in front of her, and another has said he harassed her. He has resigned","['https://www.mercurynews.com/2017/12/04/sacramento-lobbyist-names-state-assemblyman-she-says-harassed-her-in-a-bathroom/', 'https://www.mercurynews.com/2017/12/08/another-california-lawmaker-resigns-after-sexual-misconduct-allegations/']",politics,,,
blake farenthold,@farenthold,30-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 30, 2017</p>
<p>A former staffer sued him, alleging gender discrimination, sexual harassment, and creating a hostile work environment. He used taxpayer money to settle the claim. He will not seek reelection.</p>
</div>","Publicly reported.        November 30, 2017. A former staffer sued him, alleging gender discrimination, sexual harassment, and creating a hostile work environment. He used taxpayer money to settle the claim. He will not seek reelection.","A former staffer sued him, alleging gender discrimination, sexual harassment, and creating a hostile work environment. He used taxpayer money to settle the claim. He will not seek reelection","['https://www.politico.com/story/2017/12/01/blake-farenthold-taxpayer-funds-sexual-harassment-274458', 'http://www.cnn.com/2017/12/14/politics/blake-farenthold-not-running-reelection/index.html', 'https://www.politico.com/story/2017/12/04/blake-farenthold-sexual-harass-greene-278869']",politics,,,
john conyers,@RepJohnConyers,20-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 20, 2017</p>
<p>Multiple former employees have said he sexually harassed female staffers. He has resigned.</p>
</div>","Publicly reported.        November 20, 2017. Multiple former employees have said he sexually harassed female staffers. He has resigned.",Multiple former employees have said he sexually harassed female staffers. He has resigned,"['https://www.buzzfeed.com/paulmcleod/she-complained-that-a-powerful-congressman-harassed-her', 'https://www.vox.com/policy-and-politics/2017/11/21/16684606/john-conyers-settlement-buzzfeed', 'https://www.vox.com/policy-and-politics/2017/11/21/16679292/secret-fund-pays-victims-sexual-harassment-the-hill', 'https://www.washingtonpost.com/powerpost/conyers-wont-seek-reelection-following-harassment-allegations-report-says/2017/12/05/17057ea0-d9bb-11e7-a841-2066faf731ef_story.html?utm_term=.37d0bbc4ae44']",politics,,,
wesley goodman,,17-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 17, 2017</p>
<p>A man reported that Goodman groped him, and multiple men said he sent them unwanted or inappropriate sexual or suggestive messages. He quit after it was revealed that he had a consensual sexual encounter with a man in his office.</p>
</div>","Publicly reported.        November 17, 2017. A man reported that Goodman groped him, and multiple men said he sent them unwanted or inappropriate sexual or suggestive messages. He quit after it was revealed that he had a consensual sexual encounter with a man in his office.","A man reported that Goodman groped him, and multiple men said he sent them unwanted or inappropriate sexual or suggestive messages. He quit after it was revealed that he had a consensual sexual encounter with a man in his office","['https://www.washingtonpost.com/amphtml/politics/how-a-conservative-group-dealt-with-a-fondling-charge-against-a-rising-gop-star/2017/11/17/b3b4b8da-c956-11e7-b0cf-7689a9f2d84e_story.html', 'http://ijr.com/2017/11/1020133-exclusive-30-sources-expose-sexually-explicit-evidence-harassment-ohio-gop-rep-wes-goodman/', 'http://www.foxnews.com/politics/2017/11/17/wes-goodman-ohio-state-rep-quits-over-reported-inappropriate-behavior-with-male.html']",politics,,,
al franken,@alfranken,16-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 16, 2017</p>
<p>Multiple women have reported that he groped or otherwise harassed them. He has announced that he will resign from Congress.</p>
</div>","Publicly reported.        November 16, 2017. Multiple women have reported that he groped or otherwise harassed them. He has announced that he will resign from Congress.",Multiple women have reported that he groped or otherwise harassed them. He has announced that he will resign from Congress,"['https://www.vox.com/2017/12/7/16746564/al-franken-sexual-misconduct-allegations', 'https://www.vox.com/policy-and-politics/2017/11/16/16665830/al-franken-sexual-assault-allegations', 'https://theslot.jezebel.com/new-england-elected-official-says-al-franken-tried-to-g-1820849687']",politics,,,
jeff kruse,@SenatorJKruse,15-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 15, 2017</p>
<p>Two women have reported that he sexually harassed or inappropriately touched them. He has been relieved of committee assignments and is under investigation.</p>
</div>","Publicly reported.        November 15, 2017. Two women have reported that he sexually harassed or inappropriately touched them. He has been relieved of committee assignments and is under investigation.",Two women have reported that he sexually harassed or inappropriately touched them. He has been relieved of committee assignments and is under investigation,"['http://www.oregonlive.com/politics/index.ssf/2017/11/oregon_state_senator_calls_for.html', 'http://www.oregonlive.com/politics/index.ssf/2017/12/oregon_statehouse_to_pay_290_a.html']",politics,,,
calvin smyre,@CalvinSmyre,10-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 10, 2017</p>
<p>A woman reported that he sexually assaulted her.</p>
</div>","Publicly reported.        November 10, 2017. A woman reported that he sexually assaulted her.",A woman reported that he sexually assaulted her,"['https://twitter.com/Jehmu/status/929070979296432132', 'https://twitter.com/Jehmu/status/929879909639577600', 'http://www.ledger-enquirer.com/news/local/article184351208.html']",politics,,,
steve lebsock,@RepLebsock,10-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 10, 2017</p>
<p>Multiple women have reported that he sexually harassed them. The Colorado House of Representatives has voted to expel him.</p>
</div>","Publicly reported.        November 10, 2017. Multiple women have reported that he sexually harassed them. The Colorado House of Representatives has voted to expel him.",Multiple women have reported that he sexually harassed them. The Colorado House of Representatives has voted to expel him,"['https://www.denverpost.com/2017/11/10/faith-winter-steve-lebsock-allegations/', 'https://www.denverpost.com/2018/02/27/steve-lebsock-sexual-harassment-allegations-found-credible/', 'https://www.apnews.com/58b84a4ad2a64fbbb7182f07df75aea7']",politics,,,
roy moore,@RoyMoore,9-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November  9, 2017</p>
<p>Multiple women have said he sexually abused or assaulted them, or pursued them sexually or romantically when they were teenagers.</p>
</div>","Publicly reported.        November 9, 2017. Multiple women have said he sexually abused or assaulted them, or pursued them sexually or romantically when they were teenagers.","Multiple women have said he sexually abused or assaulted them, or pursued them sexually or romantically when they were teenagers","['https://www.washingtonpost.com/investigations/woman-says-roy-moore-initiated-sexual-encounter-when-she-was-14-he-was-32/2017/11/09/1f495878-c293-11e7-afe9-4f60b5a6c4a0_story.html?tid=sm_tw&utm_term=.512aedc10bfb', 'https://www.nytimes.com/2017/11/13/us/politics/roy-moore-alabama-senate.html']",politics,,,
dwayne duron marshall,,7-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November  7, 2017</p>
<p>Multiple women have said he made inappropriate comments or engaged in unwanted touching in the workplace. He has resigned.</p>
</div>","Publicly reported.        November 7, 2017. Multiple women have said he made inappropriate comments or engaged in unwanted touching in the workplace. He has resigned.",Multiple women have said he made inappropriate comments or engaged in unwanted touching in the workplace. He has resigned,"['https://www.politico.com/story/2017/11/07/brenda-lawrence-harassment-bill-aide-244617', 'https://www.politico.com/story/2017/11/16/brenda-lawrence-chief-of-staff-resigns-245194']",politics,,,
tony mendoza,@TonyMendoza,9-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November  7, 2017</p>
<p>Multiple people have said that he behaved inappropriately with a female legislative fellow and other staffers. He is under investigation and has been stripped of his leadership positions.</p>
</div>","Publicly reported.        November 7, 2017. Multiple people have said that he behaved inappropriately with a female legislative fellow and other staffers. He is under investigation and has been stripped of his leadership positions.",Multiple people have said that he behaved inappropriately with a female legislative fellow and other staffers. He is under investigation and has been stripped of his leadership positions,"['http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-state-sen-tony-mendoza-refuses-to-take-1513299672-htmlstory.html', 'http://www.sacbee.com/news/politics-government/capitol-alert/article183704591.html', 'http://www.latimes.com/politics/essential/la-pol-ca-essential-politics-updates-sen-mendoza-under-investigation-for-1517619265-htmlstory.html']",politics,,,
raul bocanegra,@RaulJBocanegra,27-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 27, 2017</p>
<p>Multiple women have reported that he groped them or made unwanted advances. He has resigned.</p>
</div>","Publicly reported.        October 27, 2017. Multiple women have reported that he groped them or made unwanted advances. He has resigned.",Multiple women have reported that he groped them or made unwanted advances. He has resigned,"['http://www.latimes.com/politics/la-pol-ca-raul-bocanegra-harassment-20171027-htmlstory.html', 'https://www.mercurynews.com/2017/11/20/now-california-lawmaker-accused-of-groping-fellow-staffer-will-not-run-for-re-election/', 'https://www.mercurynews.com/2017/11/27/california-assemblyman-resigns-amid-numerous-accusations-of-sexual-misconduct/']",politics,,,
donald trump,@realDonaldTrump,15-Oct-17,"<div class=""info-body"">
<p>Publicly reported
              October 15, 2017</p>
<p>A woman has filed a defamation suit after Trump accused her of lying about her experiences with him. As part of the suit, her lawyers subpoenaed all Trump campaign documents relating to “any woman alleging that Donald J. Trump touched her inappropriately.” Prior to this suit, more than a dozen women have accused him of sexual assault or other sexual misconduct.</p>
</div>","Publicly reported.        October 15, 2017. A woman has filed a defamation suit after Trump accused her of lying about her experiences with him. As part of the suit, her lawyers subpoenaed all Trump campaign documents relating to “any woman alleging that Donald J. Trump touched her inappropriately.” Prior to this suit, more than a dozen women have accused him of sexual assault or other sexual misconduct.","A woman has filed a defamation suit after Trump accused her of lying about her experiences with him. As part of the suit, her lawyers subpoenaed all Trump campaign documents relating to “any woman alleging that Donald J. Trump touched her inappropriately.” Prior to this suit, more than a dozen women have accused him of sexual assault or other sexual misconduct","['https://www.vox.com/identities/2017/10/17/16483946/summer-zervos-donald-trump-defamation-lawsuit-subpoena', 'https://www.vox.com/2016/10/13/13269448/trump-sexual-assault-allegations']",politics,,,
cody wilson,@Radomysisky,19-Sep-18,"<div class=""info-body"">
<p>Publicly reported
              September 19, 2018</p>
<p>He has been charged with sexual assault of a minor in connection with allegations that he paid an underage girl for sex after meeting her on the website SugarDaddyMeet.</p>
</div>","Publicly reported.        September 19, 2018. He has been charged with sexual assault of a minor in connection with allegations that he paid an underage girl for sex after meeting her on the website SugarDaddyMeet.",He has been charged with sexual assault of a minor in connection with allegations that he paid an underage girl for sex after meeting her on the website SugarDaddyMeet,['https://news.vice.com/en_us/article/vbnd5x/3d-printed-gun-activist-cody-wilson-charged-with-sexual-assault-of-a-minor'],other,,,
ron carlson,@augustheart,28-Aug-18,"<div class=""info-body"">
<p>Publicly reported
              August 28, 2018</p>
<p>He has been accused of sexual misconduct, including kissing and touching, with a female high school student at Hotchkiss in the mid-1970s. He has resigned from UC Irvine.</p>
</div>","Publicly reported.        August 28, 2018. He has been accused of sexual misconduct, including kissing and touching, with a female high school student at Hotchkiss in the mid-1970s. He has resigned from UC Irvine.","He has been accused of sexual misconduct, including kissing and touching, with a female high school student at Hotchkiss in the mid-1970s. He has resigned from UC Irvine","['http://www.latimes.com/nation/la-na-irvine-resignation-20180828-story.html', 'https://www.hotchkiss.org/uploaded/documents/Hotchkiss_FINAL.pdf?1534530340087']",other,,,
avital ronell,@AvitalRonell,13-Aug-18,"<div class=""info-body"">
<p>Publicly reported
              August 13, 2018</p>
<p>A former student has said she sexually harassed and assaulted him. A university investigation found Ronell responsible for sexual harassment, and she has been suspended for the academic year.</p>
</div>","Publicly reported.        August 13, 2018. A former student has said she sexually harassed and assaulted him. A university investigation found Ronell responsible for sexual harassment, and she has been suspended for the academic year.","A former student has said she sexually harassed and assaulted him. A university investigation found Ronell responsible for sexual harassment, and she has been suspended for the academic year","['https://www.nytimes.com/2018/08/13/nyregion/sexual-harassment-nyu-female-professor.html', 'https://www.vox.com/2018/8/14/17688144/nyu-me-too-movement-sexual-harassment-avital-ronell']",other,,,
francisco ayala,,29-Jun-18,"<div class=""info-body"">
<p>Publicly reported
              June 29, 2018</p>
<p>Multiple women have said he sexually harassed them. He has resigned from UC Irvine.</p>
</div>","Publicly reported.        June 29, 2018. Multiple women have said he sexually harassed them. He has resigned from UC Irvine.",Multiple women have said he sexually harassed them. He has resigned from UC Irvine,"['https://www.sciencemag.org/news/2018/06/prominent-geneticist-out-uc-irvine-after-harassment-finding', 'https://www.nytimes.com/2018/06/29/science/francisco-ayala-sexual-harassment.html', 'https://www.sciencemag.org/news/2018/07/report-gives-details-sexual-harassment-allegations-felled-famed-geneticist']",other,,,
mark mellor,,14-Jun-18,"<div class=""info-body"">
<p>Publicly reported
              June 14, 2018</p>
<p>Multiple people have said he sexually harassed them. He was suspended, then left the National Abortion Federation.</p>
</div>","Publicly reported.        June 14, 2018. Multiple people have said he sexually harassed them. He was suspended, then left the National Abortion Federation.","Multiple people have said he sexually harassed them. He was suspended, then left the National Abortion Federation",['https://rewire.news/article/2018/06/14/employees-say-national-reproductive-rights-organization-failed-address-claims-sexual-harassment/'],other,,,
george tyndall,,16-May-18,"<div class=""info-body"">
<p>Publicly reported
              May 16, 2018</p>
<p>More than 200 women have sued USC, saying he sexually abused or harassed them when they were his patients. He has retired and is under investigation by the California Medical Board.</p>
</div>","Publicly reported.        May 16, 2018. More than 200 women have sued USC, saying he sexually abused or harassed them when they were his patients. He has retired and is under investigation by the California Medical Board.","More than 200 women have sued USC, saying he sexually abused or harassed them when they were his patients. He has retired and is under investigation by the California Medical Board","['https://www.latimes.com/local/california/la-me-usc-doctor-misconduct-complaints-20180515-story.html', 'https://www.nytimes.com/2018/07/25/us/usc-gynecologist-george-tyndall-lawsuit.html']",other,,,
william jacoby,,17-Apr-18,"<div class=""info-body"">
<p>Publicly reported
              April 17, 2018</p>
<p>Two former students have reported that Jacoby sexually harassed them. The allegations are the subject of multiple investigations, and Jacoby has announced he will step down from the American Journal of Political Science.</p>
</div>","Publicly reported.        April 17, 2018. Two former students have reported that Jacoby sexually harassed them. The allegations are the subject of multiple investigations, and Jacoby has announced he will step down from the American Journal of Political Science.","Two former students have reported that Jacoby sexually harassed them. The allegations are the subject of multiple investigations, and Jacoby has announced he will step down from the American Journal of Political Science","['https://www.insidehighered.com/news/2018/04/19/editor-prestigious-political-science-journal-uses-website-deny-harassment', 'https://www.insidehighered.com/news/2018/01/11/professor-shares-her-experience-harassment-and-sees-support-well-backlash']",other,,,
william strampel,@WilliamStrampel,27-Mar-18,"<div class=""info-body"">
<p>Publicly reported
              March 27, 2018</p>
<p>Strampel has been charged with sexually assaulting and harassing four female patients, as well as mishandling a sexual assault complaint against gymnastics coach Larry Nassar.</p>
</div>","Publicly reported.        March 27, 2018. Strampel has been charged with sexually assaulting and harassing four female patients, as well as mishandling a sexual assault complaint against gymnastics coach Larry Nassar.","Strampel has been charged with sexually assaulting and harassing four female patients, as well as mishandling a sexual assault complaint against gymnastics coach Larry Nassar","['https://www.washingtonpost.com/sports/colleges/larry-nassars-ex-boss-at-michigan-state-charged-with-sexual-assault-harassment-of-students/2018/03/27/e7588998-31d2-11e8-8bdd-cdb33a5eef83_story.html?utm_term=.d16a844a5362', 'https://deadspin.com/larry-nassars-former-boss-william-strampel-charged-wi-1824107273']",other,,,
keith raniere,,27-Mar-18,"<div class=""info-body"">
<p>Publicly reported
              March 27, 2018</p>
<p>He has been charged with sex trafficking after accusations that he treated female followers as “slaves” and coerced them into sex and skin branding.</p>
</div>","Publicly reported.        March 27, 2018. He has been charged with sex trafficking after accusations that he treated female followers as “slaves” and coerced them into sex and skin branding.",He has been charged with sex trafficking after accusations that he treated female followers as “slaves” and coerced them into sex and skin branding,['https://www.cbsnews.com/news/nxivm-leader-keith-raniere-charged-sex-trafficking/'],other,,,
bill hybels,@FakeBillHybels,23-Mar-18,"<div class=""info-body"">
<p>Publicly reported
              March 23, 2018</p>
<p>Multiple women have said Hybels made inappropriate comments or engaged in unwanted touching or hugs that made them uncomfortable. He has resigned.</p>
</div>","Publicly reported.        March 23, 2018. Multiple women have said Hybels made inappropriate comments or engaged in unwanted touching or hugs that made them uncomfortable. He has resigned.",Multiple women have said Hybels made inappropriate comments or engaged in unwanted touching or hugs that made them uncomfortable. He has resigned,"['http://www.chicagotribune.com/news/local/breaking/ct-met-willow-creek-pastor-20171220-story.html', 'http://www.chicagotribune.com/news/local/breaking/ct-met-evangelical-reaction-pastor-resignation-20180411-story.html']",other,,,
robert reece,@PhuzzieSlippers,20-Mar-18,"<div class=""info-body"">
<p>Publicly reported
              March 20, 2018</p>
<p>A woman has said that Reece raped her, and others have reported that he abused them or made inappropriate advances.</p>
</div>","Publicly reported.        March 20, 2018. A woman has said that Reece raped her, and others have reported that he abused them or made inappropriate advances.","A woman has said that Reece raped her, and others have reported that he abused them or made inappropriate advances","['https://twitter.com/JAZonyaMINE/status/976062713519661057', 'https://www.insidehighered.com/news/2018/03/26/sociologists-essay-about-gray-area-sexual-consent-sets-allegations-against-him', 'https://www.vox.com/2018/4/17/17215554/metoo-movement-robert-reece-ut-austin-sexual-misconduct']",other,,,
mike isabella,@MikeIsabellaDC,19-Mar-18,"<div class=""info-body"">
<p>Publicly reported
              March 19, 2018</p>
<p>Two women have said Isabella subjected them to sexual comments, sexist slurs, or unwanted kissing. A PR firm and the Washington Nationals have cut ties with his company.</p>
</div>","Publicly reported.        March 19, 2018. Two women have said Isabella subjected them to sexual comments, sexist slurs, or unwanted kissing. A PR firm and the Washington Nationals have cut ties with his company.","Two women have said Isabella subjected them to sexual comments, sexist slurs, or unwanted kissing. A PR firm and the Washington Nationals have cut ties with his company","['https://www.washingtonpost.com/business/economy/celebrity-chef-mike-isabella-is-sued-for-extraordinary-sexual-harassment/2018/03/19/4cc47bf4-27a4-11e8-b79d-f3d931db7f68_story.html?utm_term=.d52b58931967', 'https://www.washingtonpost.com/lifestyle/food/mike-isabellas-restaurants-used-nondisclosure-agreements-to-silence-sexual-harassment-accounts-new-lawsuit-alleges/2018/04/03/aaf6f766-373e-11e8-9c0a-85d477d9a226_story.html?utm_term=.a108e3310363', 'https://www.washingtonpost.com/news/food/wp/2018/04/06/heres-the-fallout-so-far-for-chef-mike-isabella-after-sexual-harassment-allegations/?utm_term=.0cc23d574fb8']",other,,,
lawrence krauss,@LKrauss1,22-Feb-18,"<div class=""info-body"">
<p>Publicly reported
              February 22, 2018</p>
<p>Multiple people have reported that he groped women, made sexist jokes, or engaged in other inappropriate behavior. Several organizations have canceled upcoming appearances by him.</p>
</div>","Publicly reported.        February 22, 2018. Multiple people have reported that he groped women, made sexist jokes, or engaged in other inappropriate behavior. Several organizations have canceled upcoming appearances by him.","Multiple people have reported that he groped women, made sexist jokes, or engaged in other inappropriate behavior. Several organizations have canceled upcoming appearances by him",['https://www.gizmodo.com.au/2018/02/science-organizations-cancel-lawrence-krauss-events-after-sexual-harassment-allegations/'],other,,,
michael feinberg,,22-Feb-18,"<div class=""info-body"">
<p>Publicly reported
              February 22, 2018</p>
<p>A student has reported that he sexually abused her when she was a minor, and an investigation found evidence that he sexually harassed female employees. He has been fired.</p>
</div>","Publicly reported.        February 22, 2018. A student has reported that he sexually abused her when she was a minor, and an investigation found evidence that he sexually harassed female employees. He has been fired.","A student has reported that he sexually abused her when she was a minor, and an investigation found evidence that he sexually harassed female employees. He has been fired",['https://www.nytimes.com/2018/02/22/us/kipp-sexual-misconduct-michael-feinberg.html'],other,,,
sean hutchison,,8-Feb-18,"<div class=""info-body"">
<p>Publicly reported
              February  8, 2018</p>
<p>A woman has reported that he sexually abused her when she was underage.</p>
</div>","Publicly reported.        February 8, 2018. A woman has reported that he sexually abused her when she was underage.",A woman has reported that he sexually abused her when she was underage,"['https://www.buzzfeed.com/maryanngeorgantopoulos/olympic-swimmer-ariana-kukors-said-her-coach-sexually?utm_term=.hbQwy6NZk#.wed3yEQKo', 'https://www.nytimes.com/2018/02/24/sports/usa-swimming-resignations.html']",other,,,
alec klein,,7-Feb-18,"<div class=""info-body"">
<p>Publicly reported
              February  7, 2018</p>
<p>Multiple women have reported that he subjected them to unwanted touching or advances, or other inappropriate behavior. He has taken a leave of absence.</p>
</div>","Publicly reported.        February 7, 2018. Multiple women have reported that he subjected them to unwanted touching or advances, or other inappropriate behavior. He has taken a leave of absence.","Multiple women have reported that he subjected them to unwanted touching or advances, or other inappropriate behavior. He has taken a leave of absence","['https://www.chicagoreader.com/Bleader/archives/2018/02/07/ten-women-accuse-northwestern-journalism-professor-alec-klein-of-sexual-harassment-and-assault', 'http://www.chicagotribune.com/news/local/breaking/ct-met-northwestern-professor-misconduct-allegations-20180208-story.html']",other,,,
paul shapiro,@PaulHShapiro,30-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January 30, 2018</p>
<p>Multiple former co-workers say he asked them to have sex or made inappropriate comments. He was reassigned to a new job with the Humane Society and has since left.</p>
</div>","Publicly reported.        January 30, 2018. Multiple former co-workers say he asked them to have sex or made inappropriate comments. He was reassigned to a new job with the Humane Society and has since left.",Multiple former co-workers say he asked them to have sex or made inappropriate comments. He was reassigned to a new job with the Humane Society and has since left,"['https://www.politico.com/magazine/story/2018/01/30/humane-society-sexual-harassment-allegations-investigation-216553', 'https://www.politico.com/story/2018/02/02/humane-society-sexual-harassment-allegations-323455']",other,,,
wayne pacelle,@waynepacelle,30-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January 30, 2018</p>
<p>Multiple women have reported that he sexually harassed them. He has resigned.</p>
</div>","Publicly reported.        January 30, 2018. Multiple women have reported that he sexually harassed them. He has resigned.",Multiple women have reported that he sexually harassed them. He has resigned,"['https://www.politico.com/magazine/story/2018/01/30/humane-society-sexual-harassment-allegations-investigation-216553', 'https://www.washingtonpost.com/business/economy/humane-society-keeps-ceo-after-sexual-harassment-complaints-prompting-seven-board-members-to-resign/2018/02/01/781e9f9c-0769-11e8-b48c-b07fea957bd5_story.html?utm_term=.a910cb358eda', 'https://www.nytimes.com/2018/02/02/us/humane-society-ceo-sexual-harassment-.html']",other,,,
john kenneally,,23-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January 23, 2018</p>
<p>Multiple women have said he made inappropriate or abusive comments. He has resigned.</p>
</div>","Publicly reported.        January 23, 2018. Multiple women have said he made inappropriate or abusive comments. He has resigned.",Multiple women have said he made inappropriate or abusive comments. He has resigned,"['https://www.huffingtonpost.com/entry/monster-energy-lawsuits_us_5a6280c1e4b002283002ca27?b9', 'https://www.huffingtonpost.com/entry/monster-energy-john-kenneally-resigns_us_5a722351e4b05253b275370a']",other,,,
mohamed muqtar,,17-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January 17, 2018</p>
<p>A former student-athlete has said he sexually assaulted her, and another has said he behaved inappropriately. He is on administrative leave from the university.</p>
</div>","Publicly reported.        January 17, 2018. A former student-athlete has said he sexually assaulted her, and another has said he behaved inappropriately. He is on administrative leave from the university.","A former student-athlete has said he sexually assaulted her, and another has said he behaved inappropriately. He is on administrative leave from the university","['http://www.espn.com/wnba/story/_/id/22136438/layshia-clarendon-alleges-sexual-assault-lawsuit-cal-employee', 'http://www.dailycal.org/2018/02/20/cals-director-student-services-leave-absence/']",other,,,
